R01005,0.4,0.2,
R0201,0.6,0.3,
R0402,1.0,0.5,
R0603,1.55,0.85,
R0805,2.0,1.2,
R0808,0.0,0.0,
R1020,0.0,0.0,
R1206,3.2,1.6,
R1210,3.2,2.5,
R1812,3.2,4.6,
R2010,5.0,2.5,
R2512,6.3,3.2,
L2835,2.8,3.5,
L3014,3.0,1.4,
L3528,3.5,2.8,
L5050,5.0,5.0,
L5630,5.6,3.0,
L5730,5.7,3.0,
L5,5.0,5.0,
C5,0.5,0.5,
C8,0.8,0.8,
C10,1.0,1.0,
C16,1.6,1.6,
C18,1.8,1.8,
C20,2.0,2.0,
C22,2.2,2.2,
C25,2.5,2.5,
